"Time (EpMin)","Strand Name","Range (km)"
97,"Satellite/GEO3 To Satellite/LEO46",37242
102,"Satellite/GEO3 To Satellite/LEO46",35830
107,"Satellite/GEO3 To Satellite/LEO46",35067
112,"Satellite/GEO3 To Satellite/LEO46",35060
117,"Satellite/GEO3 To Satellite/LEO46",35802
122,"Satellite/GEO3 To Satellite/LEO46",37179
127,"Satellite/GEO3 To Satellite/LEO46",39002
132,"Satellite/GEO3 To Satellite/LEO46",41058
137,"Satellite/GEO3 To Satellite/LEO46",43139
142,"Satellite/GEO3 To Satellite/LEO46",45068
143,"Satellite/GEO3 To Satellite/LEO46",45426
181,"Satellite/GEO3 To Satellite/LEO46",45425
186,"Satellite/GEO3 To Satellite/LEO46",43697
191,"Satellite/GEO3 To Satellite/LEO46",41859
196,"Satellite/GEO3 To Satellite/LEO46",40077
201,"Satellite/GEO3 To Satellite/LEO46",38524
206,"Satellite/GEO3 To Satellite/LEO46",37364
211,"Satellite/GEO3 To Satellite/LEO46",36727
216,"Satellite/GEO3 To Satellite/LEO46",36679
221,"Satellite/GEO3 To Satellite/LEO46",37209
226,"Satellite/GEO3 To Satellite/LEO46",38226
231,"Satellite/GEO3 To Satellite/LEO46",39591
236,"Satellite/GEO3 To Satellite/LEO46",41142
241,"Satellite/GEO3 To Satellite/LEO46",42718
246,"Satellite/GEO3 To Satellite/LEO46",44183
251,"Satellite/GEO3 To Satellite/LEO46",45418
283,"Satellite/GEO3 To Satellite/LEO46",45416
288,"Satellite/GEO3 To Satellite/LEO46",44372
293,"Satellite/GEO3 To Satellite/LEO46",43232
298,"Satellite/GEO3 To Satellite/LEO46",42102
303,"Satellite/GEO3 To Satellite/LEO46",41087
308,"Satellite/GEO3 To Satellite/LEO46",40279
313,"Satellite/GEO3 To Satellite/LEO46",39747
318,"Satellite/GEO3 To Satellite/LEO46",39530
323,"Satellite/GEO3 To Satellite/LEO46",39625
328,"Satellite/GEO3 To Satellite/LEO46",39997
333,"Satellite/GEO3 To Satellite/LEO46",40578
338,"Satellite/GEO3 To Satellite/LEO46",41289
343,"Satellite/GEO3 To Satellite/LEO46",42044
348,"Satellite/GEO3 To Satellite/LEO46",42767
353,"Satellite/GEO3 To Satellite/LEO46",43394
358,"Satellite/GEO3 To Satellite/LEO46",43881
363,"Satellite/GEO3 To Satellite/LEO46",44201
368,"Satellite/GEO3 To Satellite/LEO46",44351
373,"Satellite/GEO3 To Satellite/LEO46",44340
378,"Satellite/GEO3 To Satellite/LEO46",44197
383,"Satellite/GEO3 To Satellite/LEO46",43958
388,"Satellite/GEO3 To Satellite/LEO46",43669
393,"Satellite/GEO3 To Satellite/LEO46",43372
398,"Satellite/GEO3 To Satellite/LEO46",43110
403,"Satellite/GEO3 To Satellite/LEO46",42911
408,"Satellite/GEO3 To Satellite/LEO46",42793
413,"Satellite/GEO3 To Satellite/LEO46",42756
418,"Satellite/GEO3 To Satellite/LEO46",42787
423,"Satellite/GEO3 To Satellite/LEO46",42860
428,"Satellite/GEO3 To Satellite/LEO46",42941
433,"Satellite/GEO3 To Satellite/LEO46",42997
438,"Satellite/GEO3 To Satellite/LEO46",42995
443,"Satellite/GEO3 To Satellite/LEO46",42913
448,"Satellite/GEO3 To Satellite/LEO46",42741
453,"Satellite/GEO3 To Satellite/LEO46",42483
458,"Satellite/GEO3 To Satellite/LEO46",42158
463,"Satellite/GEO3 To Satellite/LEO46",41801
468,"Satellite/GEO3 To Satellite/LEO46",41457
473,"Satellite/GEO3 To Satellite/LEO46",41178
478,"Satellite/GEO3 To Satellite/LEO46",41016
483,"Satellite/GEO3 To Satellite/LEO46",41015
488,"Satellite/GEO3 To Satellite/LEO46",41202
493,"Satellite/GEO3 To Satellite/LEO46",41583
498,"Satellite/GEO3 To Satellite/LEO46",42140
503,"Satellite/GEO3 To Satellite/LEO46",42830
508,"Satellite/GEO3 To Satellite/LEO46",43593
513,"Satellite/GEO3 To Satellite/LEO46",44357
518,"Satellite/GEO3 To Satellite/LEO46",45046
521,"Satellite/GEO3 To Satellite/LEO46",45401
542,"Satellite/GEO3 To Satellite/LEO46",45406
547,"Satellite/GEO3 To Satellite/LEO46",44678
552,"Satellite/GEO3 To Satellite/LEO46",43708
557,"Satellite/GEO3 To Satellite/LEO46",42559
562,"Satellite/GEO3 To Satellite/LEO46",41319
567,"Satellite/GEO3 To Satellite/LEO46",40102
572,"Satellite/GEO3 To Satellite/LEO46",39033
577,"Satellite/GEO3 To Satellite/LEO46",38240
582,"Satellite/GEO3 To Satellite/LEO46",37836
587,"Satellite/GEO3 To Satellite/LEO46",37893
592,"Satellite/GEO3 To Satellite/LEO46",38426
597,"Satellite/GEO3 To Satellite/LEO46",39391
602,"Satellite/GEO3 To Satellite/LEO46",40692
607,"Satellite/GEO3 To Satellite/LEO46",42199
612,"Satellite/GEO3 To Satellite/LEO46",43768
617,"Satellite/GEO3 To Satellite/LEO46",45260
618,"Satellite/GEO3 To Satellite/LEO46",45423
654,"Satellite/GEO3 To Satellite/LEO46",45424
659,"Satellite/GEO3 To Satellite/LEO46",43764
664,"Satellite/GEO3 To Satellite/LEO46",41899
669,"Satellite/GEO3 To Satellite/LEO46",39983
674,"Satellite/GEO3 To Satellite/LEO46",38198
679,"Satellite/GEO3 To Satellite/LEO46",36739
684,"Satellite/GEO3 To Satellite/LEO46",35795
689,"Satellite/GEO3 To Satellite/LEO46",35506
694,"Satellite/GEO3 To Satellite/LEO46",35928
699,"Satellite/GEO3 To Satellite/LEO46",37012
704,"Satellite/GEO3 To Satellite/LEO46",38619
709,"Satellite/GEO3 To Satellite/LEO46",40563
714,"Satellite/GEO3 To Satellite/LEO46",42639
719,"Satellite/GEO3 To Satellite/LEO46",44659
721,"Satellite/GEO3 To Satellite/LEO46",45427
761,"Satellite/GEO3 To Satellite/LEO46",45427
766,"Satellite/GEO3 To Satellite/LEO46",43417
771,"Satellite/GEO3 To Satellite/LEO46",41244
776,"Satellite/GEO3 To Satellite/LEO46",39094
781,"Satellite/GEO3 To Satellite/LEO46",37181
786,"Satellite/GEO3 To Satellite/LEO46",35724
791,"Satellite/GEO3 To Satellite/LEO46",34919
796,"Satellite/GEO3 To Satellite/LEO46",34881
801,"Satellite/GEO3 To Satellite/LEO46",35614
806,"Satellite/GEO3 To Satellite/LEO46",37009
811,"Satellite/GEO3 To Satellite/LEO46",38876
816,"Satellite/GEO3 To Satellite/LEO46",40994
821,"Satellite/GEO3 To Satellite/LEO46",43150
826,"Satellite/GEO3 To Satellite/LEO46",45158
827,"Satellite/GEO3 To Satellite/LEO46",45426
866,"Satellite/GEO3 To Satellite/LEO46",45426
871,"Satellite/GEO3 To Satellite/LEO46",43559
876,"Satellite/GEO3 To Satellite/LEO46",41570
881,"Satellite/GEO3 To Satellite/LEO46",39637
886,"Satellite/GEO3 To Satellite/LEO46",37951
891,"Satellite/GEO3 To Satellite/LEO46",36695
896,"Satellite/GEO3 To Satellite/LEO46",36021
901,"Satellite/GEO3 To Satellite/LEO46",36006
906,"Satellite/GEO3 To Satellite/LEO46",36637
911,"Satellite/GEO3 To Satellite/LEO46",37812
916,"Satellite/GEO3 To Satellite/LEO46",39370
921,"Satellite/GEO3 To Satellite/LEO46",41127
926,"Satellite/GEO3 To Satellite/LEO46",42905
931,"Satellite/GEO3 To Satellite/LEO46",44551
934,"Satellite/GEO3 To Satellite/LEO46",45422
969,"Satellite/GEO3 To Satellite/LEO46",45421
974,"Satellite/GEO3 To Satellite/LEO46",44117
979,"Satellite/GEO3 To Satellite/LEO46",42723
984,"Satellite/GEO3 To Satellite/LEO46",41362
989,"Satellite/GEO3 To Satellite/LEO46",40161
994,"Satellite/GEO3 To Satellite/LEO46",39236
999,"Satellite/GEO3 To Satellite/LEO46",38673
1004,"Satellite/GEO3 To Satellite/LEO46",38517
1009,"Satellite/GEO3 To Satellite/LEO46",38762
1014,"Satellite/GEO3 To Satellite/LEO46",39355
1019,"Satellite/GEO3 To Satellite/LEO46",40204
1024,"Satellite/GEO3 To Satellite/LEO46",41204
1029,"Satellite/GEO3 To Satellite/LEO46",42245
1034,"Satellite/GEO3 To Satellite/LEO46",43228
1039,"Satellite/GEO3 To Satellite/LEO46",44073
1044,"Satellite/GEO3 To Satellite/LEO46",44723
1049,"Satellite/GEO3 To Satellite/LEO46",45143
1054,"Satellite/GEO3 To Satellite/LEO46",45322
1059,"Satellite/GEO3 To Satellite/LEO46",45270
1064,"Satellite/GEO3 To Satellite/LEO46",45014
1069,"Satellite/GEO3 To Satellite/LEO46",44600
1074,"Satellite/GEO3 To Satellite/LEO46",44082
1079,"Satellite/GEO3 To Satellite/LEO46",43519
1084,"Satellite/GEO3 To Satellite/LEO46",42973
1089,"Satellite/GEO3 To Satellite/LEO46",42496
1094,"Satellite/GEO3 To Satellite/LEO46",42128
1099,"Satellite/GEO3 To Satellite/LEO46",41894
1104,"Satellite/GEO3 To Satellite/LEO46",41795
1109,"Satellite/GEO3 To Satellite/LEO46",41817
1114,"Satellite/GEO3 To Satellite/LEO46",41931
1119,"Satellite/GEO3 To Satellite/LEO46",42098
1124,"Satellite/GEO3 To Satellite/LEO46",42277
1129,"Satellite/GEO3 To Satellite/LEO46",42430
1134,"Satellite/GEO3 To Satellite/LEO46",42530
1139,"Satellite/GEO3 To Satellite/LEO46",42561
1144,"Satellite/GEO3 To Satellite/LEO46",42521
1149,"Satellite/GEO3 To Satellite/LEO46",42423
1154,"Satellite/GEO3 To Satellite/LEO46",42292
1159,"Satellite/GEO3 To Satellite/LEO46",42161
1164,"Satellite/GEO3 To Satellite/LEO46",42070
1169,"Satellite/GEO3 To Satellite/LEO46",42054
1174,"Satellite/GEO3 To Satellite/LEO46",42142
1179,"Satellite/GEO3 To Satellite/LEO46",42350
1184,"Satellite/GEO3 To Satellite/LEO46",42675
1189,"Satellite/GEO3 To Satellite/LEO46",43096
1194,"Satellite/GEO3 To Satellite/LEO46",43578
1199,"Satellite/GEO3 To Satellite/LEO46",44071
1204,"Satellite/GEO3 To Satellite/LEO46",44520
1209,"Satellite/GEO3 To Satellite/LEO46",44868
1214,"Satellite/GEO3 To Satellite/LEO46",45066
1219,"Satellite/GEO3 To Satellite/LEO46",45072
1224,"Satellite/GEO3 To Satellite/LEO46",44861
1229,"Satellite/GEO3 To Satellite/LEO46",44427
1234,"Satellite/GEO3 To Satellite/LEO46",43782
1239,"Satellite/GEO3 To Satellite/LEO46",42964
1244,"Satellite/GEO3 To Satellite/LEO46",42030
1249,"Satellite/GEO3 To Satellite/LEO46",41059
1254,"Satellite/GEO3 To Satellite/LEO46",40147
1259,"Satellite/GEO3 To Satellite/LEO46",39398
1264,"Satellite/GEO3 To Satellite/LEO46",38910
1269,"Satellite/GEO3 To Satellite/LEO46",38763
1274,"Satellite/GEO3 To Satellite/LEO46",38999
1279,"Satellite/GEO3 To Satellite/LEO46",39615
1284,"Satellite/GEO3 To Satellite/LEO46",40561
1289,"Satellite/GEO3 To Satellite/LEO46",41749
1294,"Satellite/GEO3 To Satellite/LEO46",43068
1299,"Satellite/GEO3 To Satellite/LEO46",44395
1303,"Satellite/GEO3 To Satellite/LEO46",45420
1337,"Satellite/GEO3 To Satellite/LEO46",45421
1342,"Satellite/GEO3 To Satellite/LEO46",43979
1347,"Satellite/GEO3 To Satellite/LEO46",42321
1352,"Satellite/GEO3 To Satellite/LEO46",40579
1357,"Satellite/GEO3 To Satellite/LEO46",38912
1362,"Satellite/GEO3 To Satellite/LEO46",37499
1367,"Satellite/GEO3 To Satellite/LEO46",36513
1372,"Satellite/GEO3 To Satellite/LEO46",36097
1377,"Satellite/GEO3 To Satellite/LEO46",36325
1382,"Satellite/GEO3 To Satellite/LEO46",37183
1387,"Satellite/GEO3 To Satellite/LEO46",38567
1392,"Satellite/GEO3 To Satellite/LEO46",40320
1397,"Satellite/GEO3 To Satellite/LEO46",42256
1402,"Satellite/GEO3 To Satellite/LEO46",44193
1406,"Satellite/GEO3 To Satellite/LEO46",45426
4,"Facility/Berkeley To Satellite/LEO11",3708
9,"Facility/Berkeley To Satellite/LEO11",2463
14,"Facility/Berkeley To Satellite/LEO11",2534
19,"Facility/Berkeley To Satellite/LEO11",3742
108,"Facility/Berkeley To Satellite/LEO11",3702
113,"Facility/Berkeley To Satellite/LEO11",1883
118,"Facility/Berkeley To Satellite/LEO11",1201
123,"Facility/Berkeley To Satellite/LEO11",2747
125,"Facility/Berkeley To Satellite/LEO11",3743
217,"Facility/Berkeley To Satellite/LEO11",3714
222,"Facility/Berkeley To Satellite/LEO11",3032
227,"Facility/Berkeley To Satellite/LEO11",3440
229,"Facility/Berkeley To Satellite/LEO11",3740
666,"Facility/Berkeley To Satellite/LEO11",3740
671,"Facility/Berkeley To Satellite/LEO11",3184
676,"Facility/Berkeley To Satellite/LEO11",3662
677,"Facility/Berkeley To Satellite/LEO11",3717
769,"Facility/Berkeley To Satellite/LEO11",3743
774,"Facility/Berkeley To Satellite/LEO11",1961
779,"Facility/Berkeley To Satellite/LEO11",1262
784,"Facility/Berkeley To Satellite/LEO11",2745
787,"Facility/Berkeley To Satellite/LEO11",3702
875,"Facility/Berkeley To Satellite/LEO11",3742
880,"Facility/Berkeley To Satellite/LEO11",2379
885,"Facility/Berkeley To Satellite/LEO11",2330
890,"Facility/Berkeley To Satellite/LEO11",3645
891,"Facility/Berkeley To Satellite/LEO11",3707
1379,"Facility/Berkeley To Satellite/LEO11",3727
1383,"Facility/Berkeley To Satellite/LEO11",3735
0,"Facility/Berkeley To Satellite/LEO12",3462
1,"Facility/Berkeley To Satellite/LEO12",3741
90,"Facility/Berkeley To Satellite/LEO12",3701
95,"Facility/Berkeley To Satellite/LEO12",1856
100,"Facility/Berkeley To Satellite/LEO12",1117
105,"Facility/Berkeley To Satellite/LEO12",2706
108,"Facility/Berkeley To Satellite/LEO12",3743
198,"Facility/Berkeley To Satellite/LEO12",3710
203,"Facility/Berkeley To Satellite/LEO12",2738
208,"Facility/Berkeley To Satellite/LEO12",2949
212,"Facility/Berkeley To Satellite/LEO12",3741
650,"Facility/Berkeley To Satellite/LEO12",3737
655,"Facility/Berkeley To Satellite/LEO12",3597
657,"Facility/Berkeley To Satellite/LEO12",3723
752,"Facility/Berkeley To Satellite/LEO12",3743
757,"Facility/Berkeley To Satellite/LEO12",2063
762,"Facility/Berkeley To Satellite/LEO12",1530
767,"Facility/Berkeley To Satellite/LEO12",2917
769,"Facility/Berkeley To Satellite/LEO12",3703
858,"Facility/Berkeley To Satellite/LEO12",3742
863,"Facility/Berkeley To Satellite/LEO12",2191
868,"Facility/Berkeley To Satellite/LEO12",1933
873,"Facility/Berkeley To Satellite/LEO12",3297
874,"Facility/Berkeley To Satellite/LEO12",3705
72,"Facility/Berkeley To Satellite/LEO13",3702
77,"Facility/Berkeley To Satellite/LEO13",1880
82,"Facility/Berkeley To Satellite/LEO13",1203
87,"Facility/Berkeley To Satellite/LEO13",2769
90,"Facility/Berkeley To Satellite/LEO13",3743
180,"Facility/Berkeley To Satellite/LEO13",3707
185,"Facility/Berkeley To Satellite/LEO13",2488
190,"Facility/Berkeley To Satellite/LEO13",2506
195,"Facility/Berkeley To Satellite/LEO13",3732
195,"Facility/Berkeley To Satellite/LEO13",3742
735,"Facility/Berkeley To Satellite/LEO13",3742
740,"Facility/Berkeley To Satellite/LEO13",2210
745,"Facility/Berkeley To Satellite/LEO13",1868
750,"Facility/Berkeley To Satellite/LEO13",3170
751,"Facility/Berkeley To Satellite/LEO13",3704
840,"Facility/Berkeley To Satellite/LEO13",3743
845,"Facility/Berkeley To Satellite/LEO13",2046
850,"Facility/Berkeley To Satellite/LEO13",1581
855,"Facility/Berkeley To Satellite/LEO13",3015
857,"Facility/Berkeley To Satellite/LEO13",3703
949,"Facility/Berkeley To Satellite/LEO13",3737
954,"Facility/Berkeley To Satellite/LEO13",3648
955,"Facility/Berkeley To Satellite/LEO13",3724
55,"Facility/Berkeley To Satellite/LEO14",3703
60,"Facility/Berkeley To Satellite/LEO14",1954
65,"Facility/Berkeley To Satellite/LEO14",1431
70,"Facility/Berkeley To Satellite/LEO14",2929
72,"Facility/Berkeley To Satellite/LEO14",3743
161,"Facility/Berkeley To Satellite/LEO14",3705
166,"Facility/Berkeley To Satellite/LEO14",2277
171,"Facility/Berkeley To Satellite/LEO14",2098
176,"Facility/Berkeley To Satellite/LEO14",3377
177,"Facility/Berkeley To Satellite/LEO14",3742
717,"Facility/Berkeley To Satellite/LEO14",3742
722,"Facility/Berkeley To Satellite/LEO14",2396
727,"Facility/Berkeley To Satellite/LEO14",2252
732,"Facility/Berkeley To Satellite/LEO14",3490
733,"Facility/Berkeley To Satellite/LEO14",3706
822,"Facility/Berkeley To Satellite/LEO14",3743
827,"Facility/Berkeley To Satellite/LEO14",1948
832,"Facility/Berkeley To Satellite/LEO14",1298
837,"Facility/Berkeley To Satellite/LEO14",2807
839,"Facility/Berkeley To Satellite/LEO14",3702
930,"Facility/Berkeley To Satellite/LEO14",3739
935,"Facility/Berkeley To Satellite/LEO14",3203
939,"Facility/Berkeley To Satellite/LEO14",3718
1426,"Facility/Berkeley To Satellite/LEO14",3711
1431,"Facility/Berkeley To Satellite/LEO14",2666
1436,"Facility/Berkeley To Satellite/LEO14",2905
1439,"Facility/Berkeley To Satellite/LEO14",3741
38,"Facility/Berkeley To Satellite/LEO15",3704
43,"Facility/Berkeley To Satellite/LEO15",2081
48,"Facility/Berkeley To Satellite/LEO15",1747
53,"Facility/Berkeley To Satellite/LEO15",3168
55,"Facility/Berkeley To Satellite/LEO15",3742
143,"Facility/Berkeley To Satellite/LEO15",3703
148,"Facility/Berkeley To Satellite/LEO15",2100
153,"Facility/Berkeley To Satellite/LEO15",1733
158,"Facility/Berkeley To Satellite/LEO15",3092
160,"Facility/Berkeley To Satellite/LEO15",3743
259,"Facility/Berkeley To Satellite/LEO15",3731
259,"Facility/Berkeley To Satellite/LEO15",3732
700,"Facility/Berkeley To Satellite/LEO15",3742
705,"Facility/Berkeley To Satellite/LEO15",2617
710,"Facility/Berkeley To Satellite/LEO15",2674
715,"Facility/Berkeley To Satellite/LEO15",3709
804,"Facility/Berkeley To Satellite/LEO15",3743
809,"Facility/Berkeley To Satellite/LEO15",1899
814,"Facility/Berkeley To Satellite/LEO15",1126
819,"Facility/Berkeley To Satellite/LEO15",2689
822,"Facility/Berkeley To Satellite/LEO15",3701
911,"Facility/Berkeley To Satellite/LEO15",3741
916,"Facility/Berkeley To Satellite/LEO15",2877
921,"Facility/Berkeley To Satellite/LEO15",3243
923,"Facility/Berkeley To Satellite/LEO15",3713
1410,"Facility/Berkeley To Satellite/LEO15",3714
1415,"Facility/Berkeley To Satellite/LEO15",2954
1420,"Facility/Berkeley To Satellite/LEO15",3401
1421,"Facility/Berkeley To Satellite/LEO15",3740
21,"Facility/Berkeley To Satellite/LEO16",3706
26,"Facility/Berkeley To Satellite/LEO16",2254
31,"Facility/Berkeley To Satellite/LEO16",2118
36,"Facility/Berkeley To Satellite/LEO16",3476
37,"Facility/Berkeley To Satellite/LEO16",3742
125,"Facility/Berkeley To Satellite/LEO16",3702
130,"Facility/Berkeley To Satellite/LEO16",1970
135,"Facility/Berkeley To Satellite/LEO16",1421
140,"Facility/Berkeley To Satellite/LEO16",2874
143,"Facility/Berkeley To Satellite/LEO16",3743
237,"Facility/Berkeley To Satellite/LEO16",3720
242,"Facility/Berkeley To Satellite/LEO16",3395
245,"Facility/Berkeley To Satellite/LEO16",3739
683,"Facility/Berkeley To Satellite/LEO16",3741
688,"Facility/Berkeley To Satellite/LEO16",2874
693,"Facility/Berkeley To Satellite/LEO16",3138
696,"Facility/Berkeley To Satellite/LEO16",3712
787,"Facility/Berkeley To Satellite/LEO16",3743
792,"Facility/Berkeley To Satellite/LEO16",1906
797,"Facility/Berkeley To Satellite/LEO16",1112
802,"Facility/Berkeley To Satellite/LEO16",2666
805,"Facility/Berkeley To Satellite/LEO16",3701
893,"Facility/Berkeley To Satellite/LEO16",3741
898,"Facility/Berkeley To Satellite/LEO16",2608
903,"Facility/Berkeley To Satellite/LEO16",2763
907,"Facility/Berkeley To Satellite/LEO16",3710
1394,"Facility/Berkeley To Satellite/LEO16",3719
1399,"Facility/Berkeley To Satellite/LEO16",3308
1403,"Facility/Berkeley To Satellite/LEO16",3739
209,"Facility/Berkeley To Satellite/LEO21",3705
214,"Facility/Berkeley To Satellite/LEO21",2160
219,"Facility/Berkeley To Satellite/LEO21",1920
224,"Facility/Berkeley To Satellite/LEO21",3307
226,"Facility/Berkeley To Satellite/LEO21",3742
314,"Facility/Berkeley To Satellite/LEO21",3703
319,"Facility/Berkeley To Satellite/LEO21",2029
324,"Facility/Berkeley To Satellite/LEO21",1575
329,"Facility/Berkeley To Satellite/LEO21",2979
331,"Facility/Berkeley To Satellite/LEO21",3743
427,"Facility/Berkeley To Satellite/LEO21",3724
432,"Facility/Berkeley To Satellite/LEO21",3644
433,"Facility/Berkeley To Satellite/LEO21",3737
871,"Facility/Berkeley To Satellite/LEO21",3741
876,"Facility/Berkeley To Satellite/LEO21",2732
881,"Facility/Berkeley To Satellite/LEO21",2888
885,"Facility/Berkeley To Satellite/LEO21",3710
975,"Facility/Berkeley To Satellite/LEO21",3743
980,"Facility/Berkeley To Satellite/LEO21",1893
985,"Facility/Berkeley To Satellite/LEO21",1099
990,"Facility/Berkeley To Satellite/LEO21",2669
993,"Facility/Berkeley To Satellite/LEO21",3701
1082,"Facility/Berkeley To Satellite/LEO21",3741
1087,"Facility/Berkeley To Satellite/LEO21",2744
1092,"Facility/Berkeley To Satellite/LEO21",3010
1095,"Facility/Berkeley To Satellite/LEO21",3711
193,"Facility/Berkeley To Satellite/LEO22",3707
198,"Facility/Berkeley To Satellite/LEO22",2351
203,"Facility/Berkeley To Satellite/LEO22",2314
208,"Facility/Berkeley To Satellite/LEO22",3650
208,"Facility/Berkeley To Satellite/LEO22",3742
296,"Facility/Berkeley To Satellite/LEO22",3702
301,"Facility/Berkeley To Satellite/LEO22",1921
306,"Facility/Berkeley To Satellite/LEO22",1301
311,"Facility/Berkeley To Satellite/LEO22",2802
314,"Facility/Berkeley To Satellite/LEO22",3743
407,"Facility/Berkeley To Satellite/LEO22",3717
412,"Facility/Berkeley To Satellite/LEO22",3207
417,"Facility/Berkeley To Satellite/LEO22",3722
417,"Facility/Berkeley To Satellite/LEO22",3740
855,"Facility/Berkeley To Satellite/LEO22",3740
860,"Facility/Berkeley To Satellite/LEO22",3013
865,"Facility/Berkeley To Satellite/LEO22",3373
866,"Facility/Berkeley To Satellite/LEO22",3714
958,"Facility/Berkeley To Satellite/LEO22",3743
963,"Facility/Berkeley To Satellite/LEO22",1922
968,"Facility/Berkeley To Satellite/LEO22",1167
973,"Facility/Berkeley To Satellite/LEO22",2695
976,"Facility/Berkeley To Satellite/LEO22",3701
1064,"Facility/Berkeley To Satellite/LEO22",3742
1069,"Facility/Berkeley To Satellite/LEO22",2494
1074,"Facility/Berkeley To Satellite/LEO22",2555
1079,"Facility/Berkeley To Satellite/LEO22",3708
176,"Facility/Berkeley To Satellite/LEO23",3709
181,"Facility/Berkeley To Satellite/LEO23",2580
186,"Facility/Berkeley To Satellite/LEO23",2747
190,"Facility/Berkeley To Satellite/LEO23",3741
278,"Facility/Berkeley To Satellite/LEO23",3701
283,"Facility/Berkeley To Satellite/LEO23",1862
288,"Facility/Berkeley To Satellite/LEO23",1141
293,"Facility/Berkeley To Satellite/LEO23",2716
296,"Facility/Berkeley To Satellite/LEO23",3743
387,"Facility/Berkeley To Satellite/LEO23",3712
392,"Facility/Berkeley To Satellite/LEO23",2884
397,"Facility/Berkeley To Satellite/LEO23",3195
400,"Facility/Berkeley To Satellite/LEO23",3741
838,"Facility/Berkeley To Satellite/LEO23",3739
843,"Facility/Berkeley To Satellite/LEO23",3357
847,"Facility/Berkeley To Satellite/LEO23",3719
940,"Facility/Berkeley To Satellite/LEO23",3743
945,"Facility/Berkeley To Satellite/LEO23",2004
950,"Facility/Berkeley To Satellite/LEO23",1377
955,"Facility/Berkeley To Satellite/LEO23",2815
958,"Facility/Berkeley To Satellite/LEO23",3702
1046,"Facility/Berkeley To Satellite/LEO23",3742
1051,"Facility/Berkeley To Satellite/LEO23",2288
1056,"Facility/Berkeley To Satellite/LEO23",2135
1061,"Facility/Berkeley To Satellite/LEO23",3469
1062,"Facility/Berkeley To Satellite/LEO23",3706
160,"Facility/Berkeley To Satellite/LEO24",3713
165,"Facility/Berkeley To Satellite/LEO24",2851
170,"Facility/Berkeley To Satellite/LEO24",3227
172,"Facility/Berkeley To Satellite/LEO24",3741
261,"Facility/Berkeley To Satellite/LEO24",3701
266,"Facility/Berkeley To Satellite/LEO24",1859
271,"Facility/Berkeley To Satellite/LEO24",1140
276,"Facility/Berkeley To Satellite/LEO24",2727
279,"Facility/Berkeley To Satellite/LEO24",3743
369,"Facility/Berkeley To Satellite/LEO24",3709
374,"Facility/Berkeley To Satellite/LEO24",2612
379,"Facility/Berkeley To Satellite/LEO24",2730
383,"Facility/Berkeley To Satellite/LEO24",3742
823,"Facility/Berkeley To Satellite/LEO24",3734
826,"Facility/Berkeley To Satellite/LEO24",3729
923,"Facility/Berkeley To Satellite/LEO24",3743
928,"Facility/Berkeley To Satellite/LEO24",2127
933,"Facility/Berkeley To Satellite/LEO24",1683
938,"Facility/Berkeley To Satellite/LEO24",3028
940,"Facility/Berkeley To Satellite/LEO24",3703
1028,"Facility/Berkeley To Satellite/LEO24",3742
1033,"Facility/Berkeley To Satellite/LEO24",2118
1038,"Facility/Berkeley To Satellite/LEO24",1759
1043,"Facility/Berkeley To Satellite/LEO24",3154
1045,"Facility/Berkeley To Satellite/LEO24",3704
144,"Facility/Berkeley To Satellite/LEO25",3717
149,"Facility/Berkeley To Satellite/LEO25",3178
153,"Facility/Berkeley To Satellite/LEO25",3739
244,"Facility/Berkeley To Satellite/LEO25",3702
249,"Facility/Berkeley To Satellite/LEO25",1911
254,"Facility/Berkeley To Satellite/LEO25",1298
259,"Facility/Berkeley To Satellite/LEO25",2832
261,"Facility/Berkeley To Satellite/LEO25",3743
350,"Facility/Berkeley To Satellite/LEO25",3706
355,"Facility/Berkeley To Satellite/LEO25",2380
360,"Facility/Berkeley To Satellite/LEO25",2305
365,"Facility/Berkeley To Satellite/LEO25",3555
366,"Facility/Berkeley To Satellite/LEO25",3742
906,"Facility/Berkeley To Satellite/LEO25",3742
911,"Facility/Berkeley To Satellite/LEO25",2293
916,"Facility/Berkeley To Satellite/LEO25",2045
921,"Facility/Berkeley To Satellite/LEO25",3313
922,"Facility/Berkeley To Satellite/LEO25",3705
1011,"Facility/Berkeley To Satellite/LEO25",3743
1016,"Facility/Berkeley To Satellite/LEO25",1995
1021,"Facility/Berkeley To Satellite/LEO25",1436
1026,"Facility/Berkeley To Satellite/LEO25",2905
1028,"Facility/Berkeley To Satellite/LEO25",3703
1119,"Facility/Berkeley To Satellite/LEO25",3738
1124,"Facility/Berkeley To Satellite/LEO25",3414
1127,"Facility/Berkeley To Satellite/LEO25",3721
128,"Facility/Berkeley To Satellite/LEO26",3724
133,"Facility/Berkeley To Satellite/LEO26",3618
134,"Facility/Berkeley To Satellite/LEO26",3737
226,"Facility/Berkeley To Satellite/LEO26",3703
231,"Facility/Berkeley To Satellite/LEO26",2012
236,"Facility/Berkeley To Satellite/LEO26",1573
241,"Facility/Berkeley To Satellite/LEO26",3031
243,"Facility/Berkeley To Satellite/LEO26",3743
332,"Facility/Berkeley To Satellite/LEO26",3704
337,"Facility/Berkeley To Satellite/LEO26",2185
342,"Facility/Berkeley To Satellite/LEO26",1917
347,"Facility/Berkeley To Satellite/LEO26",3233
349,"Facility/Berkeley To Satellite/LEO26",3742
