"Time (EpMin)","Strand Name","Range (km)"
450,"Satellite/LEO41 To Satellite/LEO31",4561
455,"Satellite/LEO41 To Satellite/LEO31",5438
460,"Satellite/LEO41 To Satellite/LEO31",5913
465,"Satellite/LEO41 To Satellite/LEO31",5926
470,"Satellite/LEO41 To Satellite/LEO31",5476
475,"Satellite/LEO41 To Satellite/LEO31",4619
480,"Satellite/LEO41 To Satellite/LEO31",3488
485,"Satellite/LEO41 To Satellite/LEO31",2375
490,"Satellite/LEO41 To Satellite/LEO31",2006
495,"Satellite/LEO41 To Satellite/LEO31",2806
500,"Satellite/LEO41 To Satellite/LEO31",3982
505,"Satellite/LEO41 To Satellite/LEO31",5021
510,"Satellite/LEO41 To Satellite/LEO31",5719
515,"Satellite/LEO41 To Satellite/LEO31",5978
520,"Satellite/LEO41 To Satellite/LEO31",5768
525,"Satellite/LEO41 To Satellite/LEO31",5114
530,"Satellite/LEO41 To Satellite/LEO31",4104
535,"Satellite/LEO41 To Satellite/LEO31",2926
540,"Satellite/LEO41 To Satellite/LEO31",2045
545,"Satellite/LEO41 To Satellite/LEO31",2283
550,"Satellite/LEO41 To Satellite/LEO31",3361
555,"Satellite/LEO41 To Satellite/LEO31",4509
560,"Satellite/LEO41 To Satellite/LEO31",5403
565,"Satellite/LEO41 To Satellite/LEO31",5900
570,"Satellite/LEO41 To Satellite/LEO31",5937
575,"Satellite/LEO41 To Satellite/LEO31",5509
580,"Satellite/LEO41 To Satellite/LEO31",4669
585,"Satellite/LEO41 To Satellite/LEO31",3547
590,"Satellite/LEO41 To Satellite/LEO31",2421
595,"Satellite/LEO41 To Satellite/LEO31",1993
600,"Satellite/LEO41 To Satellite/LEO31",2751
605,"Satellite/LEO41 To Satellite/LEO31",3925
610,"Satellite/LEO41 To Satellite/LEO31",4977
615,"Satellite/LEO41 To Satellite/LEO31",5694
620,"Satellite/LEO41 To Satellite/LEO31",5977
625,"Satellite/LEO41 To Satellite/LEO31",5789
630,"Satellite/LEO41 To Satellite/LEO31",5155
635,"Satellite/LEO41 To Satellite/LEO31",4159
640,"Satellite/LEO41 To Satellite/LEO31",2983
645,"Satellite/LEO41 To Satellite/LEO31",2068
650,"Satellite/LEO41 To Satellite/LEO31",2243
655,"Satellite/LEO41 To Satellite/LEO31",3303
660,"Satellite/LEO41 To Satellite/LEO31",4457
665,"Satellite/LEO41 To Satellite/LEO31",5368
670,"Satellite/LEO41 To Satellite/LEO31",5886
675,"Satellite/LEO41 To Satellite/LEO31",5946
680,"Satellite/LEO41 To Satellite/LEO31",5540
685,"Satellite/LEO41 To Satellite/LEO31",4719
690,"Satellite/LEO41 To Satellite/LEO31",3605
695,"Satellite/LEO41 To Satellite/LEO31",2468
700,"Satellite/LEO41 To Satellite/LEO31",1984
705,"Satellite/LEO41 To Satellite/LEO31",2697
710,"Satellite/LEO41 To Satellite/LEO31",3868
715,"Satellite/LEO41 To Satellite/LEO31",4932
720,"Satellite/LEO41 To Satellite/LEO31",5669
725,"Satellite/LEO41 To Satellite/LEO31",5974
730,"Satellite/LEO41 To Satellite/LEO31",5809
735,"Satellite/LEO41 To Satellite/LEO31",5196
740,"Satellite/LEO41 To Satellite/LEO31",4214
745,"Satellite/LEO41 To Satellite/LEO31",3040
750,"Satellite/LEO41 To Satellite/LEO31",2094
755,"Satellite/LEO41 To Satellite/LEO31",2206
760,"Satellite/LEO41 To Satellite/LEO31",3244
765,"Satellite/LEO41 To Satellite/LEO31",4405
770,"Satellite/LEO41 To Satellite/LEO31",5331
775,"Satellite/LEO41 To Satellite/LEO31",5871
780,"Satellite/LEO41 To Satellite/LEO31",5954
785,"Satellite/LEO41 To Satellite/LEO31",5570
790,"Satellite/LEO41 To Satellite/LEO31",4767
795,"Satellite/LEO41 To Satellite/LEO31",3664
800,"Satellite/LEO41 To Satellite/LEO31",2516
805,"Satellite/LEO41 To Satellite/LEO31",1978
810,"Satellite/LEO41 To Satellite/LEO31",2645
815,"Satellite/LEO41 To Satellite/LEO31",3810
820,"Satellite/LEO41 To Satellite/LEO31",4886
825,"Satellite/LEO41 To Satellite/LEO31",5642
830,"Satellite/LEO41 To Satellite/LEO31",5970
835,"Satellite/LEO41 To Satellite/LEO31",5828
840,"Satellite/LEO41 To Satellite/LEO31",5235
845,"Satellite/LEO41 To Satellite/LEO31",4269
850,"Satellite/LEO41 To Satellite/LEO31",3098
855,"Satellite/LEO41 To Satellite/LEO31",2122
860,"Satellite/LEO41 To Satellite/LEO31",2171
865,"Satellite/LEO41 To Satellite/LEO31",3186
870,"Satellite/LEO41 To Satellite/LEO31",4351
875,"Satellite/LEO41 To Satellite/LEO31",5294
880,"Satellite/LEO41 To Satellite/LEO31",5855
885,"Satellite/LEO41 To Satellite/LEO31",5961
890,"Satellite/LEO41 To Satellite/LEO31",5599
895,"Satellite/LEO41 To Satellite/LEO31",4815
900,"Satellite/LEO41 To Satellite/LEO31",3722
905,"Satellite/LEO41 To Satellite/LEO31",2566
910,"Satellite/LEO41 To Satellite/LEO31",1975
915,"Satellite/LEO41 To Satellite/LEO31",2593
920,"Satellite/LEO41 To Satellite/LEO31",3752
925,"Satellite/LEO41 To Satellite/LEO31",4840
930,"Satellite/LEO41 To Satellite/LEO31",5614
935,"Satellite/LEO41 To Satellite/LEO31",5964
940,"Satellite/LEO41 To Satellite/LEO31",5846
945,"Satellite/LEO41 To Satellite/LEO31",5274
950,"Satellite/LEO41 To Satellite/LEO31",4323
955,"Satellite/LEO41 To Satellite/LEO31",3156
960,"Satellite/LEO41 To Satellite/LEO31",2153
965,"Satellite/LEO41 To Satellite/LEO31",2138
970,"Satellite/LEO41 To Satellite/LEO31",3128
975,"Satellite/LEO41 To Satellite/LEO31",4297
980,"Satellite/LEO41 To Satellite/LEO31",5256
985,"Satellite/LEO41 To Satellite/LEO31",5838
990,"Satellite/LEO41 To Satellite/LEO31",5967
995,"Satellite/LEO41 To Satellite/LEO31",5628
1000,"Satellite/LEO41 To Satellite/LEO31",4862
1005,"Satellite/LEO41 To Satellite/LEO31",3780
1010,"Satellite/LEO41 To Satellite/LEO31",2618
1015,"Satellite/LEO41 To Satellite/LEO31",1976
1020,"Satellite/LEO41 To Satellite/LEO31",2542
1025,"Satellite/LEO41 To Satellite/LEO31",3694
1030,"Satellite/LEO41 To Satellite/LEO31",4792
1035,"Satellite/LEO41 To Satellite/LEO31",5586
1040,"Satellite/LEO41 To Satellite/LEO31",5958
1045,"Satellite/LEO41 To Satellite/LEO31",5863
1050,"Satellite/LEO41 To Satellite/LEO31",5312
1055,"Satellite/LEO41 To Satellite/LEO31",4377
1060,"Satellite/LEO41 To Satellite/LEO31",3214
1065,"Satellite/LEO41 To Satellite/LEO31",2187
1070,"Satellite/LEO41 To Satellite/LEO31",2108
1075,"Satellite/LEO41 To Satellite/LEO31",3070
1080,"Satellite/LEO41 To Satellite/LEO31",4243
1085,"Satellite/LEO41 To Satellite/LEO31",5216
1090,"Satellite/LEO41 To Satellite/LEO31",5819
1095,"Satellite/LEO41 To Satellite/LEO31",5972
1100,"Satellite/LEO41 To Satellite/LEO31",5655
1105,"Satellite/LEO41 To Satellite/LEO31",4908
1110,"Satellite/LEO41 To Satellite/LEO31",3838
1115,"Satellite/LEO41 To Satellite/LEO31",2670
1120,"Satellite/LEO41 To Satellite/LEO31",1980
1125,"Satellite/LEO41 To Satellite/LEO31",2493
1130,"Satellite/LEO41 To Satellite/LEO31",3636
1135,"Satellite/LEO41 To Satellite/LEO31",4744
1140,"Satellite/LEO41 To Satellite/LEO31",5556
1145,"Satellite/LEO41 To Satellite/LEO31",5950
1150,"Satellite/LEO41 To Satellite/LEO31",5879
1155,"Satellite/LEO41 To Satellite/LEO31",5349
1160,"Satellite/LEO41 To Satellite/LEO31",4430
1165,"Satellite/LEO41 To Satellite/LEO31",3272
1170,"Satellite/LEO41 To Satellite/LEO31",2224
1175,"Satellite/LEO41 To Satellite/LEO31",2081
1180,"Satellite/LEO41 To Satellite/LEO31",3012
1185,"Satellite/LEO41 To Satellite/LEO31",4188
1190,"Satellite/LEO41 To Satellite/LEO31",5176
1195,"Satellite/LEO41 To Satellite/LEO31",5800
1200,"Satellite/LEO41 To Satellite/LEO31",5975
1205,"Satellite/LEO41 To Satellite/LEO31",5681
1210,"Satellite/LEO41 To Satellite/LEO31",4954
1215,"Satellite/LEO41 To Satellite/LEO31",3895
1220,"Satellite/LEO41 To Satellite/LEO31",2723
1225,"Satellite/LEO41 To Satellite/LEO31",1988
1230,"Satellite/LEO41 To Satellite/LEO31",2445
1235,"Satellite/LEO41 To Satellite/LEO31",3577
1240,"Satellite/LEO41 To Satellite/LEO31",4695
1245,"Satellite/LEO41 To Satellite/LEO31",5525
1250,"Satellite/LEO41 To Satellite/LEO31",5942
1255,"Satellite/LEO41 To Satellite/LEO31",5893
1260,"Satellite/LEO41 To Satellite/LEO31",5385
1265,"Satellite/LEO41 To Satellite/LEO31",4482
1270,"Satellite/LEO41 To Satellite/LEO31",3331
1275,"Satellite/LEO41 To Satellite/LEO31",2262
1280,"Satellite/LEO41 To Satellite/LEO31",2056
1285,"Satellite/LEO41 To Satellite/LEO31",2956
1290,"Satellite/LEO41 To Satellite/LEO31",4133
1295,"Satellite/LEO41 To Satellite/LEO31",5135
1300,"Satellite/LEO41 To Satellite/LEO31",5779
1305,"Satellite/LEO41 To Satellite/LEO31",5978
1310,"Satellite/LEO41 To Satellite/LEO31",5706
1315,"Satellite/LEO41 To Satellite/LEO31",4998
1320,"Satellite/LEO41 To Satellite/LEO31",3952
1325,"Satellite/LEO41 To Satellite/LEO31",2777
1330,"Satellite/LEO41 To Satellite/LEO31",1999
1335,"Satellite/LEO41 To Satellite/LEO31",2399
1340,"Satellite/LEO41 To Satellite/LEO31",3518
1345,"Satellite/LEO41 To Satellite/LEO31",4646
1350,"Satellite/LEO41 To Satellite/LEO31",5493
1355,"Satellite/LEO41 To Satellite/LEO31",5932
1360,"Satellite/LEO41 To Satellite/LEO31",5906
1365,"Satellite/LEO41 To Satellite/LEO31",5420
1370,"Satellite/LEO41 To Satellite/LEO31",4534
1375,"Satellite/LEO41 To Satellite/LEO31",3389
1380,"Satellite/LEO41 To Satellite/LEO31",2303
1385,"Satellite/LEO41 To Satellite/LEO31",2035
1390,"Satellite/LEO41 To Satellite/LEO31",2899
1395,"Satellite/LEO41 To Satellite/LEO31",4077
1400,"Satellite/LEO41 To Satellite/LEO31",5093
1405,"Satellite/LEO41 To Satellite/LEO31",5758
1410,"Satellite/LEO41 To Satellite/LEO31",5979
1415,"Satellite/LEO41 To Satellite/LEO31",5730
1420,"Satellite/LEO41 To Satellite/LEO31",5042
1425,"Satellite/LEO41 To Satellite/LEO31",4009
1430,"Satellite/LEO41 To Satellite/LEO31",2832
1435,"Satellite/LEO41 To Satellite/LEO31",2013
1440,"Satellite/LEO41 To Satellite/LEO31",2354
0,"Satellite/LEO41 To Satellite/LEO32",5479
5,"Satellite/LEO41 To Satellite/LEO32",5063
10,"Satellite/LEO41 To Satellite/LEO32",5164
15,"Satellite/LEO41 To Satellite/LEO32",5723
20,"Satellite/LEO41 To Satellite/LEO32",6464
25,"Satellite/LEO41 To Satellite/LEO32",7117
29,"Satellite/LEO41 To Satellite/LEO32",7423
37,"Satellite/LEO41 To Satellite/LEO32",7423
42,"Satellite/LEO41 To Satellite/LEO32",6948
47,"Satellite/LEO41 To Satellite/LEO32",6247
52,"Satellite/LEO41 To Satellite/LEO32",5527
57,"Satellite/LEO41 To Satellite/LEO32",5078
62,"Satellite/LEO41 To Satellite/LEO32",5137
67,"Satellite/LEO41 To Satellite/LEO32",5669
72,"Satellite/LEO41 To Satellite/LEO32",6407
77,"Satellite/LEO41 To Satellite/LEO32",7074
81,"Satellite/LEO41 To Satellite/LEO32",7423
90,"Satellite/LEO41 To Satellite/LEO32",7423
95,"Satellite/LEO41 To Satellite/LEO32",6949
100,"Satellite/LEO41 To Satellite/LEO32",6248
105,"Satellite/LEO41 To Satellite/LEO32",5528
110,"Satellite/LEO41 To Satellite/LEO32",5079
115,"Satellite/LEO41 To Satellite/LEO32",5136
120,"Satellite/LEO41 To Satellite/LEO32",5668
125,"Satellite/LEO41 To Satellite/LEO32",6406
130,"Satellite/LEO41 To Satellite/LEO32",7073
134,"Satellite/LEO41 To Satellite/LEO32",7423
142,"Satellite/LEO41 To Satellite/LEO32",7423
147,"Satellite/LEO41 To Satellite/LEO32",6950
152,"Satellite/LEO41 To Satellite/LEO32",6249
157,"Satellite/LEO41 To Satellite/LEO32",5529
162,"Satellite/LEO41 To Satellite/LEO32",5079
167,"Satellite/LEO41 To Satellite/LEO32",5136
172,"Satellite/LEO41 To Satellite/LEO32",5667
177,"Satellite/LEO41 To Satellite/LEO32",6405
182,"Satellite/LEO41 To Satellite/LEO32",7072
186,"Satellite/LEO41 To Satellite/LEO32",7423
195,"Satellite/LEO41 To Satellite/LEO32",7423
200,"Satellite/LEO41 To Satellite/LEO32",6948
205,"Satellite/LEO41 To Satellite/LEO32",6247
210,"Satellite/LEO41 To Satellite/LEO32",5528
215,"Satellite/LEO41 To Satellite/LEO32",5078
220,"Satellite/LEO41 To Satellite/LEO32",5137
225,"Satellite/LEO41 To Satellite/LEO32",5668
230,"Satellite/LEO41 To Satellite/LEO32",6406
235,"Satellite/LEO41 To Satellite/LEO32",7073
239,"Satellite/LEO41 To Satellite/LEO32",7423
248,"Satellite/LEO41 To Satellite/LEO32",7423
253,"Satellite/LEO41 To Satellite/LEO32",6949
258,"Satellite/LEO41 To Satellite/LEO32",6248
263,"Satellite/LEO41 To Satellite/LEO32",5528
268,"Satellite/LEO41 To Satellite/LEO32",5079
273,"Satellite/LEO41 To Satellite/LEO32",5136
278,"Satellite/LEO41 To Satellite/LEO32",5668
283,"Satellite/LEO41 To Satellite/LEO32",6405
288,"Satellite/LEO41 To Satellite/LEO32",7073
292,"Satellite/LEO41 To Satellite/LEO32",7423
300,"Satellite/LEO41 To Satellite/LEO32",7423
305,"Satellite/LEO41 To Satellite/LEO32",6950
310,"Satellite/LEO41 To Satellite/LEO32",6249
315,"Satellite/LEO41 To Satellite/LEO32",5529
320,"Satellite/LEO41 To Satellite/LEO32",5079
325,"Satellite/LEO41 To Satellite/LEO32",5136
330,"Satellite/LEO41 To Satellite/LEO32",5667
335,"Satellite/LEO41 To Satellite/LEO32",6404
340,"Satellite/LEO41 To Satellite/LEO32",7072
344,"Satellite/LEO41 To Satellite/LEO32",7423
353,"Satellite/LEO41 To Satellite/LEO32",7423
358,"Satellite/LEO41 To Satellite/LEO32",6949
363,"Satellite/LEO41 To Satellite/LEO32",6248
368,"Satellite/LEO41 To Satellite/LEO32",5528
373,"Satellite/LEO41 To Satellite/LEO32",5079
378,"Satellite/LEO41 To Satellite/LEO32",5136
383,"Satellite/LEO41 To Satellite/LEO32",5668
388,"Satellite/LEO41 To Satellite/LEO32",6406
393,"Satellite/LEO41 To Satellite/LEO32",7073
397,"Satellite/LEO41 To Satellite/LEO32",7423
406,"Satellite/LEO41 To Satellite/LEO32",7423
411,"Satellite/LEO41 To Satellite/LEO32",6949
416,"Satellite/LEO41 To Satellite/LEO32",6249
421,"Satellite/LEO41 To Satellite/LEO32",5529
426,"Satellite/LEO41 To Satellite/LEO32",5079
431,"Satellite/LEO41 To Satellite/LEO32",5136
436,"Satellite/LEO41 To Satellite/LEO32",5667
441,"Satellite/LEO41 To Satellite/LEO32",6405
446,"Satellite/LEO41 To Satellite/LEO32",7073
450,"Satellite/LEO41 To Satellite/LEO32",7423
458,"Satellite/LEO41 To Satellite/LEO32",7423
463,"Satellite/LEO41 To Satellite/LEO32",6948
468,"Satellite/LEO41 To Satellite/LEO32",6247
473,"Satellite/LEO41 To Satellite/LEO32",5527
478,"Satellite/LEO41 To Satellite/LEO32",5078
483,"Satellite/LEO41 To Satellite/LEO32",5137
488,"Satellite/LEO41 To Satellite/LEO32",5669
493,"Satellite/LEO41 To Satellite/LEO32",6407
498,"Satellite/LEO41 To Satellite/LEO32",7074
502,"Satellite/LEO41 To Satellite/LEO32",7423
511,"Satellite/LEO41 To Satellite/LEO32",7423
516,"Satellite/LEO41 To Satellite/LEO32",6949
521,"Satellite/LEO41 To Satellite/LEO32",6248
526,"Satellite/LEO41 To Satellite/LEO32",5528
531,"Satellite/LEO41 To Satellite/LEO32",5079
536,"Satellite/LEO41 To Satellite/LEO32",5136
541,"Satellite/LEO41 To Satellite/LEO32",5668
546,"Satellite/LEO41 To Satellite/LEO32",6406
551,"Satellite/LEO41 To Satellite/LEO32",7073
555,"Satellite/LEO41 To Satellite/LEO32",7423
563,"Satellite/LEO41 To Satellite/LEO32",7423
568,"Satellite/LEO41 To Satellite/LEO32",6950
573,"Satellite/LEO41 To Satellite/LEO32",6249
578,"Satellite/LEO41 To Satellite/LEO32",5529
583,"Satellite/LEO41 To Satellite/LEO32",5079
588,"Satellite/LEO41 To Satellite/LEO32",5136
593,"Satellite/LEO41 To Satellite/LEO32",5667
598,"Satellite/LEO41 To Satellite/LEO32",6405
603,"Satellite/LEO41 To Satellite/LEO32",7072
607,"Satellite/LEO41 To Satellite/LEO32",7423
616,"Satellite/LEO41 To Satellite/LEO32",7423
621,"Satellite/LEO41 To Satellite/LEO32",6948
626,"Satellite/LEO41 To Satellite/LEO32",6247
631,"Satellite/LEO41 To Satellite/LEO32",5528
636,"Satellite/LEO41 To Satellite/LEO32",5078
641,"Satellite/LEO41 To Satellite/LEO32",5137
646,"Satellite/LEO41 To Satellite/LEO32",5668
651,"Satellite/LEO41 To Satellite/LEO32",6406
656,"Satellite/LEO41 To Satellite/LEO32",7074
660,"Satellite/LEO41 To Satellite/LEO32",7423
669,"Satellite/LEO41 To Satellite/LEO32",7423
674,"Satellite/LEO41 To Satellite/LEO32",6949
679,"Satellite/LEO41 To Satellite/LEO32",6248
684,"Satellite/LEO41 To Satellite/LEO32",5528
689,"Satellite/LEO41 To Satellite/LEO32",5079
694,"Satellite/LEO41 To Satellite/LEO32",5136
699,"Satellite/LEO41 To Satellite/LEO32",5668
704,"Satellite/LEO41 To Satellite/LEO32",6406
709,"Satellite/LEO41 To Satellite/LEO32",7073
713,"Satellite/LEO41 To Satellite/LEO32",7423
721,"Satellite/LEO41 To Satellite/LEO32",7423
726,"Satellite/LEO41 To Satellite/LEO32",6950
731,"Satellite/LEO41 To Satellite/LEO32",6249
736,"Satellite/LEO41 To Satellite/LEO32",5529
741,"Satellite/LEO41 To Satellite/LEO32",5079
746,"Satellite/LEO41 To Satellite/LEO32",5136
751,"Satellite/LEO41 To Satellite/LEO32",5667
756,"Satellite/LEO41 To Satellite/LEO32",6405
761,"Satellite/LEO41 To Satellite/LEO32",7072
765,"Satellite/LEO41 To Satellite/LEO32",7423
774,"Satellite/LEO41 To Satellite/LEO32",7423
779,"Satellite/LEO41 To Satellite/LEO32",6949
784,"Satellite/LEO41 To Satellite/LEO32",6247
789,"Satellite/LEO41 To Satellite/LEO32",5528
794,"Satellite/LEO41 To Satellite/LEO32",5079
799,"Satellite/LEO41 To Satellite/LEO32",5137
804,"Satellite/LEO41 To Satellite/LEO32",5668
809,"Satellite/LEO41 To Satellite/LEO32",6406
814,"Satellite/LEO41 To Satellite/LEO32",7073
818,"Satellite/LEO41 To Satellite/LEO32",7423
827,"Satellite/LEO41 To Satellite/LEO32",7423
832,"Satellite/LEO41 To Satellite/LEO32",6949
837,"Satellite/LEO41 To Satellite/LEO32",6248
842,"Satellite/LEO41 To Satellite/LEO32",5529
847,"Satellite/LEO41 To Satellite/LEO32",5079
852,"Satellite/LEO41 To Satellite/LEO32",5136
857,"Satellite/LEO41 To Satellite/LEO32",5667
862,"Satellite/LEO41 To Satellite/LEO32",6405
867,"Satellite/LEO41 To Satellite/LEO32",7073
871,"Satellite/LEO41 To Satellite/LEO32",7423
879,"Satellite/LEO41 To Satellite/LEO32",7423
884,"Satellite/LEO41 To Satellite/LEO32",6950
889,"Satellite/LEO41 To Satellite/LEO32",6249
894,"Satellite/LEO41 To Satellite/LEO32",5529
899,"Satellite/LEO41 To Satellite/LEO32",5079
904,"Satellite/LEO41 To Satellite/LEO32",5136
909,"Satellite/LEO41 To Satellite/LEO32",5667
914,"Satellite/LEO41 To Satellite/LEO32",6404
919,"Satellite/LEO41 To Satellite/LEO32",7072
923,"Satellite/LEO41 To Satellite/LEO32",7423
932,"Satellite/LEO41 To Satellite/LEO32",7423
937,"Satellite/LEO41 To Satellite/LEO32",6949
942,"Satellite/LEO41 To Satellite/LEO32",6248
947,"Satellite/LEO41 To Satellite/LEO32",5528
952,"Satellite/LEO41 To Satellite/LEO32",5079
957,"Satellite/LEO41 To Satellite/LEO32",5136
962,"Satellite/LEO41 To Satellite/LEO32",5668
967,"Satellite/LEO41 To Satellite/LEO32",6406
972,"Satellite/LEO41 To Satellite/LEO32",7073
976,"Satellite/LEO41 To Satellite/LEO32",7423
984,"Satellite/LEO41 To Satellite/LEO32",7423
989,"Satellite/LEO41 To Satellite/LEO32",6950
994,"Satellite/LEO41 To Satellite/LEO32",6249
999,"Satellite/LEO41 To Satellite/LEO32",5529
1004,"Satellite/LEO41 To Satellite/LEO32",5079
1009,"Satellite/LEO41 To Satellite/LEO32",5136
1014,"Satellite/LEO41 To Satellite/LEO32",5667
1019,"Satellite/LEO41 To Satellite/LEO32",6405
1024,"Satellite/LEO41 To Satellite/LEO32",7072
1028,"Satellite/LEO41 To Satellite/LEO32",7423
1037,"Satellite/LEO41 To Satellite/LEO32",7423
1042,"Satellite/LEO41 To Satellite/LEO32",6948
1047,"Satellite/LEO41 To Satellite/LEO32",6247
1052,"Satellite/LEO41 To Satellite/LEO32",5527
1057,"Satellite/LEO41 To Satellite/LEO32",5078
1062,"Satellite/LEO41 To Satellite/LEO32",5137
1067,"Satellite/LEO41 To Satellite/LEO32",5669
1072,"Satellite/LEO41 To Satellite/LEO32",6407
1077,"Satellite/LEO41 To Satellite/LEO32",7074
1081,"Satellite/LEO41 To Satellite/LEO32",7423
1090,"Satellite/LEO41 To Satellite/LEO32",7423
1095,"Satellite/LEO41 To Satellite/LEO32",6949
1100,"Satellite/LEO41 To Satellite/LEO32",6248
1105,"Satellite/LEO41 To Satellite/LEO32",5528
1110,"Satellite/LEO41 To Satellite/LEO32",5079
1115,"Satellite/LEO41 To Satellite/LEO32",5136
1120,"Satellite/LEO41 To Satellite/LEO32",5668
1125,"Satellite/LEO41 To Satellite/LEO32",6406
1130,"Satellite/LEO41 To Satellite/LEO32",7073
1134,"Satellite/LEO41 To Satellite/LEO32",7423
1142,"Satellite/LEO41 To Satellite/LEO32",7423
1147,"Satellite/LEO41 To Satellite/LEO32",6950
1152,"Satellite/LEO41 To Satellite/LEO32",6249
1157,"Satellite/LEO41 To Satellite/LEO32",5529
1162,"Satellite/LEO41 To Satellite/LEO32",5079
1167,"Satellite/LEO41 To Satellite/LEO32",5136
1172,"Satellite/LEO41 To Satellite/LEO32",5667
1177,"Satellite/LEO41 To Satellite/LEO32",6405
1182,"Satellite/LEO41 To Satellite/LEO32",7072
1186,"Satellite/LEO41 To Satellite/LEO32",7423
1195,"Satellite/LEO41 To Satellite/LEO32",7423
1200,"Satellite/LEO41 To Satellite/LEO32",6948
1205,"Satellite/LEO41 To Satellite/LEO32",6247
1210,"Satellite/LEO41 To Satellite/LEO32",5528
1215,"Satellite/LEO41 To Satellite/LEO32",5078
1220,"Satellite/LEO41 To Satellite/LEO32",5137
1225,"Satellite/LEO41 To Satellite/LEO32",5668
1230,"Satellite/LEO41 To Satellite/LEO32",6406
1235,"Satellite/LEO41 To Satellite/LEO32",7073
1239,"Satellite/LEO41 To Satellite/LEO32",7423
1248,"Satellite/LEO41 To Satellite/LEO32",7423
1253,"Satellite/LEO41 To Satellite/LEO32",6949
1258,"Satellite/LEO41 To Satellite/LEO32",6248
1263,"Satellite/LEO41 To Satellite/LEO32",5528
1268,"Satellite/LEO41 To Satellite/LEO32",5079
1273,"Satellite/LEO41 To Satellite/LEO32",5136
1278,"Satellite/LEO41 To Satellite/LEO32",5667
1283,"Satellite/LEO41 To Satellite/LEO32",6405
1288,"Satellite/LEO41 To Satellite/LEO32",7073
1291,"Satellite/LEO41 To Satellite/LEO32",7423
1300,"Satellite/LEO41 To Satellite/LEO32",7423
1305,"Satellite/LEO41 To Satellite/LEO32",6950
1310,"Satellite/LEO41 To Satellite/LEO32",6249
1315,"Satellite/LEO41 To Satellite/LEO32",5529
1320,"Satellite/LEO41 To Satellite/LEO32",5079
1325,"Satellite/LEO41 To Satellite/LEO32",5136
1330,"Satellite/LEO41 To Satellite/LEO32",5667
1335,"Satellite/LEO41 To Satellite/LEO32",6404
1340,"Satellite/LEO41 To Satellite/LEO32",7072
1344,"Satellite/LEO41 To Satellite/LEO32",7423
1353,"Satellite/LEO41 To Satellite/LEO32",7423
1358,"Satellite/LEO41 To Satellite/LEO32",6949
1363,"Satellite/LEO41 To Satellite/LEO32",6248
1368,"Satellite/LEO41 To Satellite/LEO32",5528
1373,"Satellite/LEO41 To Satellite/LEO32",5079
1378,"Satellite/LEO41 To Satellite/LEO32",5136
1383,"Satellite/LEO41 To Satellite/LEO32",5668
1388,"Satellite/LEO41 To Satellite/LEO32",6406
1393,"Satellite/LEO41 To Satellite/LEO32",7073
1397,"Satellite/LEO41 To Satellite/LEO32",7423
1405,"Satellite/LEO41 To Satellite/LEO32",7423
1410,"Satellite/LEO41 To Satellite/LEO32",6949
1415,"Satellite/LEO41 To Satellite/LEO32",6249
1420,"Satellite/LEO41 To Satellite/LEO32",5529
1425,"Satellite/LEO41 To Satellite/LEO32",5079
1430,"Satellite/LEO41 To Satellite/LEO32",5136
1435,"Satellite/LEO41 To Satellite/LEO32",5667
1440,"Satellite/LEO41 To Satellite/LEO32",6343
0,"Satellite/LEO41 To Satellite/LEO42",7378
5,"Satellite/LEO41 To Satellite/LEO42",7378
10,"Satellite/LEO41 To Satellite/LEO42",7378
15,"Satellite/LEO41 To Satellite/LEO42",7378
20,"Satellite/LEO41 To Satellite/LEO42",7378
25,"Satellite/LEO41 To Satellite/LEO42",7378
30,"Satellite/LEO41 To Satellite/LEO42",7378
35,"Satellite/LEO41 To Satellite/LEO42",7378
40,"Satellite/LEO41 To Satellite/LEO42",7378
45,"Satellite/LEO41 To Satellite/LEO42",7378
50,"Satellite/LEO41 To Satellite/LEO42",7378
55,"Satellite/LEO41 To Satellite/LEO42",7378
60,"Satellite/LEO41 To Satellite/LEO42",7378
65,"Satellite/LEO41 To Satellite/LEO42",7378
70,"Satellite/LEO41 To Satellite/LEO42",7378
75,"Satellite/LEO41 To Satellite/LEO42",7378
80,"Satellite/LEO41 To Satellite/LEO42",7378
85,"Satellite/LEO41 To Satellite/LEO42",7378
90,"Satellite/LEO41 To Satellite/LEO42",7378
95,"Satellite/LEO41 To Satellite/LEO42",7378
100,"Satellite/LEO41 To Satellite/LEO42",7378
105,"Satellite/LEO41 To Satellite/LEO42",7378
110,"Satellite/LEO41 To Satellite/LEO42",7378
115,"Satellite/LEO41 To Satellite/LEO42",7378
120,"Satellite/LEO41 To Satellite/LEO42",7378
125,"Satellite/LEO41 To Satellite/LEO42",7378
130,"Satellite/LEO41 To Satellite/LEO42",7378
135,"Satellite/LEO41 To Satellite/LEO42",7378
140,"Satellite/LEO41 To Satellite/LEO42",7378
145,"Satellite/LEO41 To Satellite/LEO42",7378
150,"Satellite/LEO41 To Satellite/LEO42",7378
155,"Satellite/LEO41 To Satellite/LEO42",7378
160,"Satellite/LEO41 To Satellite/LEO42",7378
165,"Satellite/LEO41 To Satellite/LEO42",7378
170,"Satellite/LEO41 To Satellite/LEO42",7378
175,"Satellite/LEO41 To Satellite/LEO42",7378
180,"Satellite/LEO41 To Satellite/LEO42",7378
